"","mean.PVOUT_01","mean.PVOUT_02","mean.PVOUT_03","mean.PVOUT_04","mean.PVOUT_05","mean.PVOUT_06","mean.PVOUT_07","mean.PVOUT_08","mean.PVOUT_09","mean.PVOUT_10","mean.PVOUT_11","mean.PVOUT_12"
"9064",3.5100092569987,3.14219332377116,3.26449282328288,2.95908856709798,2.90909052530924,2.72946342468262,2.7870561726888,2.80172025044759,3.07017651875814,3.32926305135091,3.37816248575846,3.48319999694824
"9065",3.52280342102051,3.17429461161296,3.29300470987956,2.94473162333171,2.90372543334961,2.70079714457194,2.76346537272135,2.78338147481283,3.07306569417318,3.30846422831217,3.39825579325358,3.4810632832845
"9066",3.53272692362467,3.185,3.30949803670247,2.94877560933431,2.90289362589518,2.68912621815999,2.77163897196452,2.80439651489258,3.07555648803711,3.30690541585286,3.4069960530599,3.49709706624349
"9067",3.53347178141276,3.18626291910807,3.3142019144694,2.9608100382487,2.90602183024089,2.6842467880249,2.76458117167155,2.80375811258952,3.07118189493815,3.30227129618327,3.42128323872884,3.5045588684082
"9068",3.53619664510091,3.19075752258301,3.31453615824381,2.96362284342448,2.90131530761719,2.67206738789876,2.7582745107015,2.79943972269694,3.07778577168783,3.31254920959473,3.42365303039551,3.51259096781413
"9069",3.5370588684082,3.19053403218587,3.31846343994141,2.96664789835612,2.89795171101888,2.66897488911947,2.76329097747803,2.79712877909342,3.07051472981771,3.30632982889811,3.42285461425781,3.51398811340332
"9070",3.53660758972168,3.18968205769857,3.33283526102702,2.96828506469727,2.88955991109212,2.66574039459229,2.75309323628743,2.78281051635742,3.05853452046712,3.29897415161133,3.42322588602702,3.51417788187663
"9071",3.53227233886719,3.18556335449219,3.33666666666667,2.96833333333333,2.89485557556152,2.66042291005452,2.74348562876383,2.76761581420898,3.04631825764974,3.30448272705078,3.42517547607422,3.51140673319499
"9072",3.53254046122233,3.18713704427083,3.33666666666667,2.96833333333333,2.90238482157389,2.65505814870199,2.73797209421794,2.75440409342448,3.03499165852865,3.30610270182292,3.43249346415202,3.51400034586589
"9073",3.53401728312175,3.18738400777181,3.33666666666667,2.9698326365153,2.9013506825765,2.6453363164266,2.72966509501139,2.74102938334147,3.03221455891927,3.31047729492188,3.43817428588867,3.51535980224609
"9074",3.54524304707845,3.2011590830485,3.33666666666667,2.97071469624837,2.89551712036133,2.62929575602214,2.71950305938721,2.74122212727865,3.03379453023275,3.32518600463867,3.45146402994792,3.53219696044922
"9075",3.54887873331706,3.20640185038249,3.33666666666667,2.97155807495117,2.89153958638509,2.61964351654053,2.71376190185547,2.73268403371175,3.03567370096842,3.33875279744466,3.4601523844401,3.54181828816732
"9076",3.54085919698079,3.19458363850912,3.33666666666667,2.97287322998047,2.88305819193522,2.61936431884766,2.70801611582438,2.72238363901774,3.02705345153809,3.33215586344401,3.44826243082682,3.53482793172201
